Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
us,c0002c1u,9,"Saturday, March 26, 2011 11:10:37 UTC",-18.2727,-178.1975,4.8,447.20,194,"Fiji region"
us,c0002c1w,5,"Saturday, March 26, 2011 11:09:18 UTC",-18.1443,-178.3475,4.5,487.30,33,"Fiji region"
us,c0002c1s,5,"Saturday, March 26, 2011 11:02:32 UTC",37.1567,141.9879,4.6,27.40,31,"near the east coast of Honshu, Japan"
ak,10198716,1,"Saturday, March 26, 2011 10:57:48 UTC",60.4766,-152.0400,2.9,73.90,63,"Southern Alaska"
us,c0002c1k,7,"Saturday, March 26, 2011 10:42:26 UTC",36.2232,141.3786,4.8,37.70,112,"near the east coast of Honshu, Japan"
us,c0002c1g,5,"Saturday, March 26, 2011 10:23:44 UTC",37.5828,141.7444,4.7,35.80,38,"near the east coast of Honshu, Japan"
us,c0002c1a,9,"Saturday, March 26, 2011 10:18:33 UTC",38.5746,141.7248,5.0,32.80,265,"near the east coast of Honshu, Japan"
ak,10198682,1,"Saturday, March 26, 2011 09:54:12 UTC",63.9070,-149.2048,2.9,12.00,42,"Central Alaska"
pr,11085001,0,"Saturday, March 26, 2011 09:22:34 UTC",19.4165,-65.7697,2.9,39.90, 8,"Puerto Rico region"
ak,10198675,2,"Saturday, March 26, 2011 09:11:57 UTC",53.3782,-161.3010,3.1,47.60, 9,"south of Alaska"
ak,10198665,2,"Saturday, March 26, 2011 08:55:21 UTC",63.5704,-147.3243,3.3,6.00,56,"Central Alaska"
nc,71542625,1,"Saturday, March 26, 2011 08:29:11 UTC",38.8358,-122.7752,2.7,2.70,37,"Northern California"
us,c0002c0d,8,"Saturday, March 26, 2011 08:19:39 UTC",36.9484,143.3214,4.9,34.80,186,"off the east coast of Honshu, Japan"
us,c0002c04,7,"Saturday, March 26, 2011 08:02:23 UTC",37.3650,142.5027,4.7,38.20,88,"off the east coast of Honshu, Japan"
us,c0002c08,7,"Saturday, March 26, 2011 07:56:39 UTC",36.6192,140.3015,4.6,34.80,55,"near the east coast of Honshu, Japan"
us,c0002bzx,7,"Saturday, March 26, 2011 07:52:36 UTC",36.4795,140.9138,4.7,34.70,50,"near the east coast of Honshu, Japan"
us,c0002c0t,4,"Saturday, March 26, 2011 07:36:29 UTC",37.4123,-8.4097,3.8,8.10, 0,"Portugal"
us,c0002bzq,3,"Saturday, March 26, 2011 07:29:44 UTC",36.9710,143.5576,4.5,32.40,37,"off the east coast of Honshu, Japan"
us,c0002bzj,B,"Saturday, March 26, 2011 07:19:36 UTC",36.2789,141.3429,4.8,41.70,115,"near the east coast of Honshu, Japan"
us,c0002bzt,3,"Saturday, March 26, 2011 07:19:12 UTC",24.8097,121.9290,4.7,88.90,21,"Taiwan"
us,c0002byw,6,"Saturday, March 26, 2011 05:57:31 UTC",20.8018,100.0470,4.8,10.20,74,"Laos"
ci,14957412,2,"Saturday, March 26, 2011 02:01:15 UTC",33.0517,-116.4567,2.5,6.00,92,"Southern California"
us,c0002bx3,6,"Saturday, March 26, 2011 01:42:18 UTC",37.9971,143.9147,4.8,35.90,116,"off the east coast of Honshu, Japan"
us,c0002bww,4,"Saturday, March 26, 2011 01:34:41 UTC",37.6993,142.9725,4.6,29.80,27,"off the east coast of Honshu, Japan"
ak,10198506,1,"Saturday, March 26, 2011 01:20:22 UTC",60.1628,-153.8673,2.8,199.30,14,"Southern Alaska"
us,c0002bwd,6,"Saturday, March 26, 2011 01:15:56 UTC",-17.7753,-178.7001,4.4,579.40,98,"Fiji region"
us,c0002bwa,4,"Saturday, March 26, 2011 01:13:34 UTC",36.9733,144.4567,4.6,37.10,26,"off the east coast of Honshu, Japan"
ak,10198474,1,"Saturday, March 26, 2011 01:08:24 UTC",56.9483,-153.9151,2.5,107.50,12,"Kodiak Island region, Alaska"
nc,71542540,1,"Saturday, March 26, 2011 01:08:17 UTC",36.8525,-121.3147,3.0,7.40,70,"Central California"
nc,71542510,1,"Friday, March 25, 2011 23:55:10 UTC",36.8528,-121.3155,2.7,7.40,72,"Central California"
us,c0002bu7,6,"Friday, March 25, 2011 23:19:04 UTC",42.5969,-126.5703,4.4,10.20,197,"off the coast of Oregon"
ak,10198120,1,"Friday, March 25, 2011 22:08:52 UTC",67.7902,-150.4213,2.9,0.00,13,"northern Alaska"
pr,11084005,0,"Friday, March 25, 2011 20:29:12 UTC",19.1060,-67.6949,2.9,26.00,10,"Puerto Rico region"
us,c0002bn7,5,"Friday, March 25, 2011 20:27:25 UTC",36.4107,142.6322,4.6,34.50,72,"off the east coast of Honshu, Japan"
us,c0002bm0,4,"Friday, March 25, 2011 19:30:16 UTC",38.5614,142.1067,4.7,54.20,18,"near the east coast of Honshu, Japan"
ak,10197956,2,"Friday, March 25, 2011 18:45:57 UTC",66.4332,-162.0476,2.6,18.30,16,"northern Alaska"
hv,60225711,1,"Friday, March 25, 2011 18:35:17 UTC",18.9058,-156.3750,2.6,7.20,38,"Hawaii region, Hawaii"
us,c0002bhe,8,"Friday, March 25, 2011 18:00:11 UTC",51.0171,-179.2501,4.5,60.40,113,"Andreanof Islands, Aleutian Islands, Alaska"
us,c0002bhu,4,"Friday, March 25, 2011 17:59:59 UTC",38.3305,144.4201,4.5,24.00,24,"off the east coast of Honshu, Japan"
nc,71542380,4,"Friday, March 25, 2011 17:13:47 UTC",37.5107,-118.6565,2.8,10.80,39,"Central California"
ak,10197803,1,"Friday, March 25, 2011 16:50:22 UTC",57.7111,-156.3880,3.1,129.20,60,"Alaska Peninsula"
hv,60225686,1,"Friday, March 25, 2011 16:46:56 UTC",19.9447,-155.4843,2.5,37.60,30,"Island of Hawaii, Hawaii"
ci,14957124,3,"Friday, March 25, 2011 16:31:54 UTC",32.0628,-115.1972,2.8,10.00,10,"Baja California, Mexico"
us,c0002bfi,6,"Friday, March 25, 2011 15:46:21 UTC",37.0112,139.3365,4.5,104.50,22,"eastern Honshu, Japan"
us,c0002bfh,3,"Friday, March 25, 2011 15:38:02 UTC",39.7438,143.0364,4.6,34.10,16,"off the east coast of Honshu, Japan"
us,c0002bet,6,"Friday, March 25, 2011 15:08:51 UTC",51.1007,-179.3309,4.6,58.80,78,"Andreanof Islands, Aleutian Islands, Alaska"
us,c0002bek,8,"Friday, March 25, 2011 15:01:15 UTC",36.1965,142.6439,5.3,28.40,228,"off the east coast of Honshu, Japan"
ak,10197751,2,"Friday, March 25, 2011 14:59:43 UTC",51.0269,-179.4637,3.6,51.10,14,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10197745,2,"Friday, March 25, 2011 14:58:39 UTC",61.5149,-150.9380,3.4,61.30,53,"Southern Alaska"
ak,10197724,2,"Friday, March 25, 2011 14:19:38 UTC",62.6590,-151.4536,4.3,115.40,60,"Central Alaska"
us,c0002bd5,6,"Friday, March 25, 2011 13:23:15 UTC",-7.9808,130.2430,4.9,41.10,49,"Kepulauan Tanimbar, Indonesia"
us,c0002bct,7,"Friday, March 25, 2011 12:43:12 UTC",37.7539,143.8247,5.1,33.00,230,"off the east coast of Honshu, Japan"
us,c0002bc9,C,"Friday, March 25, 2011 11:36:24 UTC",38.7633,141.9418,6.4,39.20,451,"near the east coast of Honshu, Japan"
us,c0002bc5,3,"Friday, March 25, 2011 11:03:39 UTC",3.6313,124.7096,4.4,304.00,23,"Celebes Sea"
us,c0002bbv,5,"Friday, March 25, 2011 10:21:24 UTC",40.2777,73.2437,4.7,50.10,34,"Kyrgyzstan"
us,c0002bbj,A,"Friday, March 25, 2011 09:43:48 UTC",37.7681,143.8521,5.2,32.80,306,"off the east coast of Honshu, Japan"
us,c0002bal,8,"Friday, March 25, 2011 09:14:30 UTC",1.1365,99.1021,5.1,114.60,94,"northern Sumatra, Indonesia"
ak,10197647,1,"Friday, March 25, 2011 09:13:25 UTC",58.0998,-154.5407,2.6,84.10,22,"Alaska Peninsula"
pr,11084000,0,"Friday, March 25, 2011 08:57:25 UTC",18.1229,-66.9339,3.1,14.60,17,"Puerto Rico"
us,c0002baf,4,"Friday, March 25, 2011 08:47:34 UTC",52.6594,160.6000,4.7,49.90,30,"off the east coast of the Kamchatka Peninsula, Russia"
us,c0002bad,6,"Friday, March 25, 2011 08:45:38 UTC",36.3047,142.5066,4.8,35.50,137,"off the east coast of Honshu, Japan"
us,c0002b9z,6,"Friday, March 25, 2011 08:39:31 UTC",-38.3539,178.1904,4.9,62.30,43,"off the east coast of the North Island of New Zealand"
ak,10197626,1,"Friday, March 25, 2011 07:37:09 UTC",57.2371,-154.0225,2.8,61.80,14,"Kodiak Island region, Alaska"
ak,10197619,1,"Friday, March 25, 2011 07:10:21 UTC",63.2700,-151.4370,2.6,8.30,30,"Central Alaska"
us,c0002b96,5,"Friday, March 25, 2011 06:44:28 UTC",38.5497,143.4128,4.7,24.00,52,"off the east coast of Honshu, Japan"
us,c0002b8j,5,"Friday, March 25, 2011 05:21:33 UTC",15.2241,39.7296,4.8,10.00,59,"Eritrea"
us,c0002b8f,5,"Friday, March 25, 2011 05:13:49 UTC",37.9552,143.0734,4.8,32.70,64,"off the east coast of Honshu, Japan"
ak,10197570,1,"Friday, March 25, 2011 02:57:41 UTC",61.9816,-148.9842,3.0,13.10,56,"Southern Alaska"
nn,00330461,7,"Friday, March 25, 2011 02:51:37 UTC",40.0608,-120.0463,2.5,10.80,17,"Northern California"
ak,10197562,2,"Friday, March 25, 2011 02:00:46 UTC",51.5002,-173.6317,3.1,49.40,15,"Andreanof Islands, Aleutian Islands, Alaska"
us,c0002b66,8,"Friday, March 25, 2011 01:15:06 UTC",4.4099,125.2115,5.0,263.90,100,"Kepulauan Sangihe, Indonesia"
us,c0002b4z,8,"Friday, March 25, 2011 00:22:39 UTC",20.7245,99.8725,5.0,10.00,101,"Myanmar"
us,c0002b3c,8,"Thursday, March 24, 2011 23:01:31 UTC",38.0160,143.5865,4.8,46.70,122,"off the east coast of Honshu, Japan"
us,c0002b32,6,"Thursday, March 24, 2011 22:55:41 UTC",37.6298,143.3672,4.8,35.50,79,"off the east coast of Honshu, Japan"
nc,71542090,3,"Thursday, March 24, 2011 22:51:38 UTC",36.3427,-120.9187,2.5,4.70,60,"Central California"
us,c0002b1e,8,"Thursday, March 24, 2011 22:28:59 UTC",36.2537,142.6226,5.0,28.10,129,"off the east coast of Honshu, Japan"
us,c0002b0p,3,"Thursday, March 24, 2011 22:07:17 UTC",35.5696,137.3686,4.5,254.20,46,"eastern Honshu, Japan"
ak,10197451,2,"Thursday, March 24, 2011 21:50:14 UTC",51.4619,-177.4186,3.5,28.20,19,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71542080,4,"Thursday, March 24, 2011 21:45:23 UTC",40.0273,-120.0710,3.2,2.70,25,"Northern California"
nc,71542065,9,"Thursday, March 24, 2011 21:20:40 UTC",40.0388,-120.0622,3.5,6.00,35,"Northern California"
ak,10197352,1,"Thursday, March 24, 2011 21:14:43 UTC",59.9484,-152.7818,2.5,111.00,29,"Southern Alaska"
us,c0002anl,6,"Thursday, March 24, 2011 19:22:04 UTC",37.9515,143.6620,5.0,34.20,115,"off the east coast of Honshu, Japan"
us,c0002an8,B,"Thursday, March 24, 2011 19:17:17 UTC",38.0294,143.5681,5.4,16.20,95,"off the east coast of Honshu, Japan"
ak,10197191,1,"Thursday, March 24, 2011 18:17:40 UTC",61.2932,-150.9422,3.3,62.50,57,"Southern Alaska"
pr,11083004,2,"Thursday, March 24, 2011 16:13:12 UTC",18.3579,-64.8280,3.9,96.50,25,"Virgin Islands region"
us,c0002aht,6,"Thursday, March 24, 2011 15:58:20 UTC",36.7604,144.0058,4.9,32.50,47,"off the east coast of Honshu, Japan"
us,c0002ahm,A,"Thursday, March 24, 2011 15:54:35 UTC",20.6819,99.7386,5.4,10.30,162,"Myanmar"
ak,10197122,2,"Thursday, March 24, 2011 14:31:40 UTC",51.8854,-170.7104,3.3,27.80,11,"Fox Islands, Aleutian Islands, Alaska"
us,c0002afa,6,"Thursday, March 24, 2011 14:23:53 UTC",20.5948,99.8625,4.8,10.20,25,"Myanmar"
us,c0002aes,C,"Thursday, March 24, 2011 13:55:12 UTC",20.7049,99.9490,6.8,10.00,109,"Myanmar"
us,c0002aed,6,"Thursday, March 24, 2011 13:02:33 UTC",37.8807,144.0453,4.7,33.10,47,"off the east coast of Honshu, Japan"
us,c0002adw,7,"Thursday, March 24, 2011 12:06:41 UTC",39.1060,144.2757,4.8,35.20,32,"off the east coast of Honshu, Japan"
us,c0002adl,5,"Thursday, March 24, 2011 11:47:32 UTC",39.3247,144.2606,4.6,33.00,14,"off the east coast of Honshu, Japan"
ak,10197057,1,"Thursday, March 24, 2011 09:57:28 UTC",63.5134,-150.8636,2.6,8.30,32,"Central Alaska"
pr,11083003,0,"Thursday, March 24, 2011 09:43:19 UTC",19.1550,-64.6780,3.3,2.90, 7,"Virgin Islands region"
ci,14956420,2,"Thursday, March 24, 2011 09:05:50 UTC",32.1847,-115.2548,2.6,10.00, 8,"Baja California, Mexico"
us,c0002ab5,9,"Thursday, March 24, 2011 08:21:01 UTC",39.1199,142.1549,6.1,36.80,267,"near the east coast of Honshu, Japan"
nm,032411a,A,"Thursday, March 24, 2011 07:38:59 UTC",35.2436,-92.3627,2.8,3.80,12,"Arkansas"
hv,60225411,1,"Thursday, March 24, 2011 07:19:47 UTC",20.2547,-155.6415,2.7,2.80,10,"Hawaii region, Hawaii"
us,c0002a9v,9,"Thursday, March 24, 2011 07:03:55 UTC",36.1636,141.7341,4.9,35.30,114,"near the east coast of Honshu, Japan"
us,c0002a96,6,"Thursday, March 24, 2011 06:03:14 UTC",40.4031,143.6314,4.7,26.90,39,"off the east coast of Honshu, Japan"
nc,71541805,3,"Thursday, March 24, 2011 05:44:32 UTC",36.5853,-121.1803,2.8,3.50,77,"Central California"
us,c0002a8p,6,"Thursday, March 24, 2011 05:23:25 UTC",59.4383,-30.3126,4.7,8.70,63,"Reykjanes Ridge"
us,c0002a8f,8,"Thursday, March 24, 2011 05:17:22 UTC",59.5080,-30.3648,4.7,10.00,84,"Reykjanes Ridge"
us,c0002a8a,8,"Thursday, March 24, 2011 05:03:42 UTC",36.9882,140.3287,4.7,25.70,70,"near the east coast of Honshu, Japan"
nc,71541795,3,"Thursday, March 24, 2011 04:58:07 UTC",37.4568,-118.7515,2.5,6.10,36,"Central California"
us,c0002a83,8,"Thursday, March 24, 2011 04:56:09 UTC",38.7709,142.2716,4.7,47.00,65,"near the east coast of Honshu, Japan"
us,c0002a81,7,"Thursday, March 24, 2011 04:35:27 UTC",37.5550,143.7949,4.8,39.50,74,"off the east coast of Honshu, Japan"
us,c0002a7x,8,"Thursday, March 24, 2011 04:30:39 UTC",37.3971,143.7716,4.9,37.10,151,"off the east coast of Honshu, Japan"
us,c0002a7v,A,"Thursday, March 24, 2011 03:58:09 UTC",38.6234,142.8158,5.3,38.20,320,"near the east coast of Honshu, Japan"
us,2011iwad,1,"Thursday, March 24, 2011 02:04:42 UTC",27.7613,-111.7823,4.1,10.00,10,"Gulf of California"
ak,10196979,1,"Thursday, March 24, 2011 01:47:20 UTC",60.3098,-153.4828,2.8,116.80,14,"Southern Alaska"
us,c0002a47,6,"Thursday, March 24, 2011 00:35:21 UTC",39.6768,142.5436,4.6,25.90,32,"near the east coast of Honshu, Japan"
pr,11083000,0,"Thursday, March 24, 2011 00:17:49 UTC",18.1450,-67.1449,2.6,18.00,12,"Puerto Rico"
us,c0002a3g,8,"Wednesday, March 23, 2011 23:56:50 UTC",36.1615,140.0092,4.9,59.30,182,"near the east coast of Honshu, Japan"
us,c0002a0v,A,"Wednesday, March 23, 2011 23:01:17 UTC",-32.4140,-179.5585,5.2,32.40,45,"south of the Kermadec Islands"
nc,71541695,4,"Wednesday, March 23, 2011 22:29:42 UTC",40.2977,-124.5233,2.5,20.30,19,"offshore Northern California"
us,c00029zz,3,"Wednesday, March 23, 2011 22:27:33 UTC",28.2838,128.7796,4.7,90.30,38,"Ryukyu Islands, Japan"
us,b00025tm,6,"Wednesday, March 23, 2011 21:28:14 UTC",36.1139,142.6610,4.9,35.40,23,"off the east coast of Honshu, Japan"
us,b00025qu,7,"Wednesday, March 23, 2011 20:32:58 UTC",36.1964,140.9290,4.9,45.80,190,"near the east coast of Honshu, Japan"
ak,10196614,2,"Wednesday, March 23, 2011 18:07:17 UTC",62.1179,-149.7517,2.6,45.90,48,"Central Alaska"
ak,10196605,2,"Wednesday, March 23, 2011 17:53:52 UTC",52.7454,-168.1686,3.0,47.60,14,"Fox Islands, Aleutian Islands, Alaska"
ak,10196604,2,"Wednesday, March 23, 2011 17:49:46 UTC",54.2881,-164.7048,2.6,126.50,17,"Unimak Island region, Alaska"
ak,10196600,2,"Wednesday, March 23, 2011 17:45:42 UTC",51.1688,179.8277,3.3,49.70,15,"Rat Islands, Aleutian Islands, Alaska"
us,b00025ft,9,"Wednesday, March 23, 2011 17:02:05 UTC",39.6244,143.1917,4.8,43.40,55,"off the east coast of Honshu, Japan"
ak,10196576,3,"Wednesday, March 23, 2011 16:45:59 UTC",65.6736,-169.5941,3.5,20.00,11,"near the south coast of Chukotskiy Avtonomnyy Okrug, Russia"
us,2011ivb6,6,"Wednesday, March 23, 2011 16:03:36 UTC",39.7708,143.4653,4.8,28.40,69,"off the east coast of Honshu, Japan"
us,2011ivcb,5,"Wednesday, March 23, 2011 15:30:51 UTC",34.7238,25.0707,4.1,1.70,33,"Crete, Greece"
us,2011ivcd,4,"Wednesday, March 23, 2011 15:04:50 UTC",-25.3732,-177.2930,4.5,149.60,19,"south of the Fiji Islands"
us,2011ivct,8,"Wednesday, March 23, 2011 14:30:48 UTC",14.5408,-92.8874,4.7,36.10,140,"offshore Chiapas, Mexico"
us,c00029r3,4,"Wednesday, March 23, 2011 14:14:40 UTC",-20.8234,-178.7306,5.1,576.50,288,"Fiji region"
us,2011ivcn,7,"Wednesday, March 23, 2011 14:06:31 UTC",-2.0735,139.0312,4.8,40.50,54,"near the north coast of Papua, Indonesia"
us,2011ivbv,A,"Wednesday, March 23, 2011 14:06:02 UTC",37.7316,144.3509,4.5,28.40,24,"off the east coast of Honshu, Japan"
us,c00029qr,A,"Wednesday, March 23, 2011 13:56:28 UTC",37.6473,142.7861,5.1,36.40,234,"off the east coast of Honshu, Japan"
ci,10913493,4,"Wednesday, March 23, 2011 13:49:27 UTC",33.6505,-116.7683,2.8,15.10,106,"Southern California"
ak,10196498,2,"Wednesday, March 23, 2011 13:03:52 UTC",61.0526,-150.7469,3.0,51.60,61,"Southern Alaska"
us,c00029q0,4,"Wednesday, March 23, 2011 12:19:03 UTC",35.1956,140.9209,4.7,37.10,70,"near the east coast of Honshu, Japan"
us,c00029nw,6,"Wednesday, March 23, 2011 10:55:09 UTC",-14.1198,-75.4378,4.7,55.60,46,"near the coast of central Peru"
nc,71541515,4,"Wednesday, March 23, 2011 10:52:11 UTC",40.2848,-124.4848,2.5,20.70,23,"offshore Northern California"
ak,10196480,2,"Wednesday, March 23, 2011 10:47:27 UTC",62.2728,-150.9477,2.5,67.50,43,"Central Alaska"
us,c00029ni,8,"Wednesday, March 23, 2011 10:43:35 UTC",36.6592,141.5249,5.1,28.20,189,"near the east coast of Honshu, Japan"
us,c00029n1,A,"Wednesday, March 23, 2011 09:55:24 UTC",37.1490,140.6765,4.8,38.90,149,"eastern Honshu, Japan"
us,c00029my,5,"Wednesday, March 23, 2011 09:52:28 UTC",39.6301,143.4760,4.6,35.60,24,"off the east coast of Honshu, Japan"
us,c00029mr,8,"Wednesday, March 23, 2011 09:35:56 UTC",39.6532,143.2721,5.0,23.80,174,"off the east coast of Honshu, Japan"
us,c00029mj,7,"Wednesday, March 23, 2011 08:27:01 UTC",46.3573,152.9902,4.8,34.90,144,"Kuril Islands"
us,c00029lr,5,"Wednesday, March 23, 2011 07:12:37 UTC",36.6830,143.6419,4.6,33.80,31,"off the east coast of Honshu, Japan"
us,c00029li,7,"Wednesday, March 23, 2011 06:31:51 UTC",37.3378,143.7180,4.7,36.10,55,"off the east coast of Honshu, Japan"
us,c00029lc,7,"Wednesday, March 23, 2011 05:55:54 UTC",36.3082,76.4960,5.1,79.20,148,"Kashmir-Xinjiang border region"
